ILEADSAddress,ILEADSStreet,CITY,STATE,fullSearch,lat,lon,lat_lon_combo
0,BIRCHER BLVD / RIVERVIEW BLVD,St. Louis,MO,"0 BIRCHER BLVD / RIVERVIEW BLVD, St. Louis, MO",,,
0,OHIO AVE / VICTOR ST,St. Louis,MO,"0 OHIO AVE / VICTOR ST, St. Louis, MO",,,
0,BIRCHER BLVD / SHREVE AVE,St. Louis,MO,"0 BIRCHER BLVD / SHREVE AVE, St. Louis, MO",,,
0,ALDINE AVE / N GRAND BLVD,St. Louis,MO,"0 ALDINE AVE / N GRAND BLVD, St. Louis, MO",,,
0,N MARKET ST / RAUSCHENBACH AVE,St. Louis,MO,"0 N MARKET ST / RAUSCHENBACH AVE, St. Louis, MO",,,
0,LAFAYETTE AVE / PENNSYLVANIA A,St. Louis,MO,"0 LAFAYETTE AVE / PENNSYLVANIA A, St. Louis, MO",,,
1133,BRISTOL LN,St. Louis,MO,"1133 BRISTOL LN, St. Louis, MO",,,
0,GRAVOIS AVE / S SPRING AVE,St. Louis,MO,"0 GRAVOIS AVE / S SPRING AVE, St. Louis, MO",,,
0,N EUCLID AVE / PERSHING PL,St. Louis,MO,"0 N EUCLID AVE / PERSHING PL, St. Louis, MO",,,
0,70 E / N BROADWAY,St. Louis,MO,"0 70 E / N BROADWAY, St. Louis, MO",,,
0,GARESCHE AVE / GOODFELLOW BLVD,St. Louis,MO,"0 GARESCHE AVE / GOODFELLOW BLVD, St. Louis, MO",,,
0,CHURCH RD / THEOBALD ST,St. Louis,MO,"0 CHURCH RD / THEOBALD ST, St. Louis, MO",,,
0,GLASGOW AVE / NATURAL BRIDGE A,St. Louis,MO,"0 GLASGOW AVE / NATURAL BRIDGE A, St. Louis, MO",,,
8684,ORIOLE ST,St. Louis,MO,"8684 ORIOLE ST, St. Louis, MO",,,
0,BADEN AVE / FREDERICK ST,St. Louis,MO,"0 BADEN AVE / FREDERICK ST, St. Louis, MO",,,
0,MICHIGAN AVE / POTOMAC ST,St. Louis,MO,"0 MICHIGAN AVE / POTOMAC ST, St. Louis, MO",,,
0,ADELAIDE AVE / VON PHUL ST,St. Louis,MO,"0 ADELAIDE AVE / VON PHUL ST, St. Louis, MO",,,
0,LAFAYETTE AVE / S SPRING AVE,St. Louis,MO,"0 LAFAYETTE AVE / S SPRING AVE, St. Louis, MO",,,
0,S 14TH ST / LAFAYETTE AVE,St. Louis,MO,"0 S 14TH ST / LAFAYETTE AVE, St. Louis, MO",,,
3900,FAIRGROUNDS PARK DR,St. Louis,MO,"3900 FAIRGROUNDS PARK DR, St. Louis, MO",,,
0,COLLEGE AVE / W FLORISSANT AVE,St. Louis,MO,"0 COLLEGE AVE / W FLORISSANT AVE, St. Louis, MO",,,
0,N KINGSHIGHWAY BLVD / WATERMAN,St. Louis,MO,"0 N KINGSHIGHWAY BLVD / WATERMAN, St. Louis, MO",,,
0,CHRISTY BLVD / GRAVOIS AVE,St. Louis,MO,"0 CHRISTY BLVD / GRAVOIS AVE, St. Louis, MO",,,
0,BLAINE AVE / S SPRING AVE,St. Louis,MO,"0 BLAINE AVE / S SPRING AVE, St. Louis, MO",,,
0,ENRIGHT AVE / N TAYLOR AVE,St. Louis,MO,"0 ENRIGHT AVE / N TAYLOR AVE, St. Louis, MO",,,
0,S 38TH ST / OSCEOLA ST,St. Louis,MO,"0 S 38TH ST / OSCEOLA ST, St. Louis, MO",,,
0,RED BUD AVE / ROSALIE ST,St. Louis,MO,"0 RED BUD AVE / ROSALIE ST, St. Louis, MO",,,
2401,INDIANA,St. Louis,MO,"2401 INDIANA, St. Louis, MO",,,
0,GILMORE AVE / HARNEY AVE,St. Louis,MO,"0 GILMORE AVE / HARNEY AVE, St. Louis, MO",,,
0,S 10TH ST / PARK AVE,St. Louis,MO,"0 S 10TH ST / PARK AVE, St. Louis, MO",,,
0,SAINT LOUIS AVE / SEMPLE AVE,St. Louis,MO,"0 SAINT LOUIS AVE / SEMPLE AVE, St. Louis, MO",,,
0,DR MARTIN LUTHER KING DR / PAG,St. Louis,MO,"0 DR MARTIN LUTHER KING DR / PAG, St. Louis, MO",,,
0,ELWOOD ST / MINNESOTA AVE,St. Louis,MO,"0 ELWOOD ST / MINNESOTA AVE, St. Louis, MO",,,
0,ARLINGTON AVE / WELLS AVE,St. Louis,MO,"0 ARLINGTON AVE / WELLS AVE, St. Louis, MO",,,
0,COOK AVE / N SARAH ST,St. Louis,MO,"0 COOK AVE / N SARAH ST, St. Louis, MO",,,
0,S 1ST ST / GRATIOT ST,St. Louis,MO,"0 S 1ST ST / GRATIOT ST, St. Louis, MO",,,
0,KOSSUTH AVE / N NEWSTEAD AVE,St. Louis,MO,"0 KOSSUTH AVE / N NEWSTEAD AVE, St. Louis, MO",,,
0,SHAW BLVD / THURMAN AVE,St. Louis,MO,"0 SHAW BLVD / THURMAN AVE, St. Louis, MO",,,
0,S NEWSTEAD AVE / SWAN AVE,St. Louis,MO,"0 S NEWSTEAD AVE / SWAN AVE, St. Louis, MO",,,
0,LAWRENCE ST / RUSSELL BLVD,St. Louis,MO,"0 LAWRENCE ST / RUSSELL BLVD, St. Louis, MO",,,
0,CHIPPEWA ST / GUSTINE AVE,St. Louis,MO,"0 CHIPPEWA ST / GUSTINE AVE, St. Louis, MO",,,
0,OLIVE ST / N SARAH ST,St. Louis,MO,"0 OLIVE ST / N SARAH ST, St. Louis, MO",,,
0,KOELN AVE / MICHIGAN AVE,St. Louis,MO,"0 KOELN AVE / MICHIGAN AVE, St. Louis, MO",,,
0,GRAVOIS AVE / WYOMING ST,St. Louis,MO,"0 GRAVOIS AVE / WYOMING ST, St. Louis, MO",,,
0,ITASKA ST / MICHIGAN AVE,St. Louis,MO,"0 ITASKA ST / MICHIGAN AVE, St. Louis, MO",,,
1400,DESOTO AVE,St. Louis,MO,"1400 DESOTO AVE, St. Louis, MO",,,
0,CORA AVE / PAGE BLVD,St. Louis,MO,"0 CORA AVE / PAGE BLVD, St. Louis, MO",,,
0,CARTER AVE / N TAYLOR AVE,St. Louis,MO,"0 CARTER AVE / N TAYLOR AVE, St. Louis, MO",,,
0,LAUREL ST / WASHINGTON BLVD,St. Louis,MO,"0 LAUREL ST / WASHINGTON BLVD, St. Louis, MO",,,
0,N EUCLID AVE / MCPHERSON AVE,St. Louis,MO,"0 N EUCLID AVE / MCPHERSON AVE, St. Louis, MO",,,
0,S 14TH ST / PAPIN ST,St. Louis,MO,"0 S 14TH ST / PAPIN ST, St. Louis, MO",,,
0,N 1ST ST / DR MARTIN LUTHER KI,St. Louis,MO,"0 N 1ST ST / DR MARTIN LUTHER KI, St. Louis, MO",,,
0,WOODLAND AVE / WREN AVE,St. Louis,MO,"0 WOODLAND AVE / WREN AVE, St. Louis, MO",,,
0,SAINT FERDINAND AVE / N VANDEV,St. Louis,MO,"0 SAINT FERDINAND AVE / N VANDEV, St. Louis, MO",,,
0,ELMBANK AVE / N NEWSTEAD AVE,St. Louis,MO,"0 ELMBANK AVE / N NEWSTEAD AVE, St. Louis, MO",,,
0,GRACE AVE / POTOMAC ST,St. Louis,MO,"0 GRACE AVE / POTOMAC ST, St. Louis, MO",,,
0,DELOR ST / IDAHO AVE,St. Louis,MO,"0 DELOR ST / IDAHO AVE, St. Louis, MO",,,
0,N 14TH ST / SAINT LOUIS AVE,St. Louis,MO,"0 N 14TH ST / SAINT LOUIS AVE, St. Louis, MO",,,
0,N 15TH ST / BIDDLE ST,St. Louis,MO,"0 N 15TH ST / BIDDLE ST, St. Louis, MO",,,
0,S 9TH ST / CARROLL ST,St. Louis,MO,"0 S 9TH ST / CARROLL ST, St. Louis, MO",,,
0,POTOMAC ST / TENNESSEE AVE,St. Louis,MO,"0 POTOMAC ST / TENNESSEE AVE, St. Louis, MO",,,
0,N JEFFERSON AVE / STODDARD ST,St. Louis,MO,"0 N JEFFERSON AVE / STODDARD ST, St. Louis, MO",,,
0,N 19TH ST / BREMEN AVE,St. Louis,MO,"0 N 19TH ST / BREMEN AVE, St. Louis, MO",,,
1120,LONG ST,St. Louis,MO,"1120 LONG ST, St. Louis, MO",,,
0,N FLORISSANT AVE / MULLANPHY S,St. Louis,MO,"0 N FLORISSANT AVE / MULLANPHY S, St. Louis, MO",,,
0,MANCHESTER AVE / S SARAH ST,St. Louis,MO,"0 MANCHESTER AVE / S SARAH ST, St. Louis, MO",,,
0,NATURAL BRIDGE AVE / PRAIRIE A,St. Louis,MO,"0 NATURAL BRIDGE AVE / PRAIRIE A, St. Louis, MO",,,
0,N COMPTON AVE / LOCUST ST,St. Louis,MO,"0 N COMPTON AVE / LOCUST ST, St. Louis, MO",,,
0,N 11TH ST / TYLER ST,St. Louis,MO,"0 N 11TH ST / TYLER ST, St. Louis, MO",,,
0,ADELAIDE AVE / ROSALIE ST,St. Louis,MO,"0 ADELAIDE AVE / ROSALIE ST, St. Louis, MO",,,
0,11 ST / I 64 EASTBOUND,St. Louis,MO,"0 11 ST / I 64 EASTBOUND, St. Louis, MO",,,
0,AGNES ST / BLAIR AVE,St. Louis,MO,"0 AGNES ST / BLAIR AVE, St. Louis, MO",,,
0,MAFFITT AVE / N VANDEVENTER AV,St. Louis,MO,"0 MAFFITT AVE / N VANDEVENTER AV, St. Louis, MO",,,
0,CARTER AVE / N EUCLID AVE,St. Louis,MO,"0 CARTER AVE / N EUCLID AVE, St. Louis, MO",,,
1211,CONVENTION PZ,St. Louis,MO,"1211 CONVENTION PZ, St. Louis, MO",,,
1827,OFALLON ST,St. Louis,MO,"1827 OFALLON ST, St. Louis, MO",,,
0,N 18TH ST / LUCAS AVE,St. Louis,MO,"0 N 18TH ST / LUCAS AVE, St. Louis, MO",,,
0,N BROADWAY / HARLAN AVE,St. Louis,MO,"0 N BROADWAY / HARLAN AVE, St. Louis, MO",,,
0,LOUISIANA AVE / PARK AVE,St. Louis,MO,"0 LOUISIANA AVE / PARK AVE, St. Louis, MO",,,
0,DELOR ST / PENNSYLVANIA AVE,St. Louis,MO,"0 DELOR ST / PENNSYLVANIA AVE, St. Louis, MO",,,
0,N 20TH ST / E DE SOTO AVE,St. Louis,MO,"0 N 20TH ST / E DE SOTO AVE, St. Louis, MO",,,
0,MISSOURI AVE / POTOMAC ST,St. Louis,MO,"0 MISSOURI AVE / POTOMAC ST, St. Louis, MO",,,
0,JOHANNA / LEONORA,St. Louis,MO,"0 JOHANNA / LEONORA, St. Louis, MO",,,
4251,E SAN FRANCISCO AVE,St. Louis,MO,"4251 E SAN FRANCISCO AVE, St. Louis, MO",,,
0,S BOYLE AVE / CHOUTEAU AVE,St. Louis,MO,"0 S BOYLE AVE / CHOUTEAU AVE, St. Louis, MO",,,
0,OAKLAND AVE / S TAYLOR AVE,St. Louis,MO,"0 OAKLAND AVE / S TAYLOR AVE, St. Louis, MO",,,
0,OHIO AVE / SIDNEY ST,St. Louis,MO,"0 OHIO AVE / SIDNEY ST, St. Louis, MO",,,
0,BLAIR AVE / E PRAIRIE AVE,St. Louis,MO,"0 BLAIR AVE / E PRAIRIE AVE, St. Louis, MO",,,
5461,DR. MARTIN LUTHER KING,St. Louis,MO,"5461 DR. MARTIN LUTHER KING, St. Louis, MO",,,
0,IOWA AVE / PESTALOZZI ST,St. Louis,MO,"0 IOWA AVE / PESTALOZZI ST, St. Louis, MO",,,
0,I 64 EASTBOUND / S VANDEVENTER,St. Louis,MO,"0 I 64 EASTBOUND / S VANDEVENTER, St. Louis, MO",,,
0,MICHIGAN AVE / MOTT ST,St. Louis,MO,"0 MICHIGAN AVE / MOTT ST, St. Louis, MO",,,
0,DELOR ST / MICHIGAN AVE,St. Louis,MO,"0 DELOR ST / MICHIGAN AVE, St. Louis, MO",,,
4106,W PENROSE ST,St. Louis,MO,"4106 W PENROSE ST, St. Louis, MO",,,
0,CATHERINE PL / STEINLAGE DR,St. Louis,MO,"0 CATHERINE PL / STEINLAGE DR, St. Louis, MO",,,
0,E MARGARETTA AVE / TURNER AVE,St. Louis,MO,"0 E MARGARETTA AVE / TURNER AVE, St. Louis, MO",,,
0,N DAKOTA ST / VIRGINIA AVE,St. Louis,MO,"0 N DAKOTA ST / VIRGINIA AVE, St. Louis, MO",,,
0,CARTER AVE / DRYDEN AVE,St. Louis,MO,"0 CARTER AVE / DRYDEN AVE, St. Louis, MO",,,
0,CHEROKEE ST / OREGON AVE,St. Louis,MO,"0 CHEROKEE ST / OREGON AVE, St. Louis, MO",,,
1,IKEA WAY,St. Louis,MO,"1 IKEA WAY, St. Louis, MO",,,
0,CABANNE AVE / N KINGSHIGHWAY B,St. Louis,MO,"0 CABANNE AVE / N KINGSHIGHWAY B, St. Louis, MO",,,
0,PROSPECT AVE / SCOTT AVE,St. Louis,MO,"0 PROSPECT AVE / SCOTT AVE, St. Louis, MO",,,
0,BRENNAN ST / MCARTHUR AVE,St. Louis,MO,"0 BRENNAN ST / MCARTHUR AVE, St. Louis, MO",,,
0,KEOKUK ST / OHIO AVE,St. Louis,MO,"0 KEOKUK ST / OHIO AVE, St. Louis, MO",,,
0,N. BROADWAY / N. TAYLOR,St. Louis,MO,"0 N. BROADWAY / N. TAYLOR, St. Louis, MO",,,
0,MINNESOTA AVE / UTAH ST,St. Louis,MO,"0 MINNESOTA AVE / UTAH ST, St. Louis, MO",,,
0,BELLERIVE BLVD / S GRAND BLVD,St. Louis,MO,"0 BELLERIVE BLVD / S GRAND BLVD, St. Louis, MO",,,
0,N CARDINAL AVE / DR MARTIN LUT,St. Louis,MO,"0 N CARDINAL AVE / DR MARTIN LUT, St. Louis, MO",,,
0,CASS AVE / FRANCIS ST,St. Louis,MO,"0 CASS AVE / FRANCIS ST, St. Louis, MO",,,
0,MCLARAN AVE / RIVERVIEW BLVD,St. Louis,MO,"0 MCLARAN AVE / RIVERVIEW BLVD, St. Louis, MO",,,
0,ARLINGTON AVE / LILLIAN AVE,St. Louis,MO,"0 ARLINGTON AVE / LILLIAN AVE, St. Louis, MO",,,
0,BARRETT ST / N GARRISON AVE,St. Louis,MO,"0 BARRETT ST / N GARRISON AVE, St. Louis, MO",,,
0,ARKANSAS AVE / POTOMAC ST,St. Louis,MO,"0 ARKANSAS AVE / POTOMAC ST, St. Louis, MO",,,
0,BITTNER ST / SWITZER AVE,St. Louis,MO,"0 BITTNER ST / SWITZER AVE, St. Louis, MO",,,
0,S JEFFERSON AVE / SIDNEY ST,St. Louis,MO,"0 S JEFFERSON AVE / SIDNEY ST, St. Louis, MO",,,
0,PERNOD AVE / WATSON RD,St. Louis,MO,"0 PERNOD AVE / WATSON RD, St. Louis, MO",,,
0,BARTMER AVE / CLARA AVE,St. Louis,MO,"0 BARTMER AVE / CLARA AVE, St. Louis, MO",,,
1600,OFALLON ST,St. Louis,MO,"1600 OFALLON ST, St. Louis, MO",,,
0,BISSELL ST / BLAIR AVE,St. Louis,MO,"0 BISSELL ST / BLAIR AVE, St. Louis, MO",,,
4258,W SACRAMENTO AVE,St. Louis,MO,"4258 W SACRAMENTO AVE, St. Louis, MO",,,
0,BATES ST / ULENA AVE,St. Louis,MO,"0 BATES ST / ULENA AVE, St. Louis, MO",,,
0,HARNEY AVE / RIVERVIEW BLVD,St. Louis,MO,"0 HARNEY AVE / RIVERVIEW BLVD, St. Louis, MO",,,
0,S BROADWAY / LEMP AVE,St. Louis,MO,"0 S BROADWAY / LEMP AVE, St. Louis, MO",,,
0,MINERVA AVE / UNION BLVD,St. Louis,MO,"0 MINERVA AVE / UNION BLVD, St. Louis, MO",,,
0,S GRAND BLVD / I 44 EASTBOUND,St. Louis,MO,"0 S GRAND BLVD / I 44 EASTBOUND, St. Louis, MO",,,
4241,W LABADIE AVE,St. Louis,MO,"4241 W LABADIE AVE, St. Louis, MO",,,
0,N KINGSHIGHWAY BLVD / MCPHERSO,St. Louis,MO,"0 N KINGSHIGHWAY BLVD / MCPHERSO, St. Louis, MO",,,
0,PLOVER AVE / PRANGE AVE,St. Louis,MO,"0 PLOVER AVE / PRANGE AVE, St. Louis, MO",,,
0,N NEWSTEAD AVE / WEST PINE BLV,St. Louis,MO,"0 N NEWSTEAD AVE / WEST PINE BLV, St. Louis, MO",,,
0,BOWEN ST / MICHIGAN AVE,St. Louis,MO,"0 BOWEN ST / MICHIGAN AVE, St. Louis, MO",,,
0,MCCAUSLAND AVE / PLATEAU AVE,St. Louis,MO,"0 MCCAUSLAND AVE / PLATEAU AVE, St. Louis, MO",,,
0,HODIAMONT AVE / WELLS AVE,St. Louis,MO,"0 HODIAMONT AVE / WELLS AVE, St. Louis, MO",,,
0,S BROADWAY / DOVER ST,St. Louis,MO,"0 S BROADWAY / DOVER ST, St. Louis, MO",,,
0,W FLORISSANT AVE / HILLER PL,St. Louis,MO,"0 W FLORISSANT AVE / HILLER PL, St. Louis, MO",,,
0,N GRAND BLVD / GREER AVE,St. Louis,MO,"0 N GRAND BLVD / GREER AVE, St. Louis, MO",,,
0,S 7TH ST / MARION ST,St. Louis,MO,"0 S 7TH ST / MARION ST, St. Louis, MO",,,
1414,E DE SOTO AVE,St. Louis,MO,"1414 E DE SOTO AVE, St. Louis, MO",,,
0,S 39TH ST / LAFAYETTE AVE,St. Louis,MO,"0 S 39TH ST / LAFAYETTE AVE, St. Louis, MO",,,
0,N EUCLID AVE / TERRY AVE,St. Louis,MO,"0 N EUCLID AVE / TERRY AVE, St. Louis, MO",,,
1621,OFALLON ST,St. Louis,MO,"1621 OFALLON ST, St. Louis, MO",,,
0,DR MARTIN LUTHER KING DR / UNI,St. Louis,MO,"0 DR MARTIN LUTHER KING DR / UNI, St. Louis, MO",,,
0,N 16TH ST / WASHINGTON AVE,St. Louis,MO,"0 N 16TH ST / WASHINGTON AVE, St. Louis, MO",,,
2053,DESOTO AVE,St. Louis,MO,"2053 DESOTO AVE, St. Louis, MO",,,
0,S BROADWAY / PRESIDENT ST,St. Louis,MO,"0 S BROADWAY / PRESIDENT ST, St. Louis, MO",,,
0,RIDGE AVE / SEMPLE AVE,St. Louis,MO,"0 RIDGE AVE / SEMPLE AVE, St. Louis, MO",,,
0,N EUCLID AVE / PAGE BLVD,St. Louis,MO,"0 N EUCLID AVE / PAGE BLVD, St. Louis, MO",,,
0,DOVER PL / LOUISIANA AVE,St. Louis,MO,"0 DOVER PL / LOUISIANA AVE, St. Louis, MO",,,
0,MERAMEC ST / OHIO AVE,St. Louis,MO,"0 MERAMEC ST / OHIO AVE, St. Louis, MO",,,
0,S KINGSHIGHWAY BLVD / MCREE AV,St. Louis,MO,"0 S KINGSHIGHWAY BLVD / MCREE AV, St. Louis, MO",,,
0,KOELN AVE / VIRGINIA AVE,St. Louis,MO,"0 KOELN AVE / VIRGINIA AVE, St. Louis, MO",,,
0,ALCOTT AVE / THEODORE AVE,St. Louis,MO,"0 ALCOTT AVE / THEODORE AVE, St. Louis, MO",,,
0,GILMORE AVE / THEKLA AVE,St. Louis,MO,"0 GILMORE AVE / THEKLA AVE, St. Louis, MO",,,
0,BURD AVE / RIDGE AVE,St. Louis,MO,"0 BURD AVE / RIDGE AVE, St. Louis, MO",,,
0,S COMPTON AVE / RUSSELL BLVD,St. Louis,MO,"0 S COMPTON AVE / RUSSELL BLVD, St. Louis, MO",,,
0,BLAIR AVE / NEWHOUSE AVE,St. Louis,MO,"0 BLAIR AVE / NEWHOUSE AVE, St. Louis, MO",,,
0,W FLORISSANT AVE / LINTON AVE,St. Louis,MO,"0 W FLORISSANT AVE / LINTON AVE, St. Louis, MO",,,
0,IOWA AVE / MIAMI ST,St. Louis,MO,"0 IOWA AVE / MIAMI ST, St. Louis, MO",,,
0,S 14TH ST / I 64 EASTBOUND,St. Louis,MO,"0 S 14TH ST / I 64 EASTBOUND, St. Louis, MO",,,
0,W FLORISSANT AVE / PAMPLIN AVE,St. Louis,MO,"0 W FLORISSANT AVE / PAMPLIN AVE, St. Louis, MO",,,
0,FOLSOM AVE / KLEMM ST,St. Louis,MO,"0 FOLSOM AVE / KLEMM ST, St. Louis, MO",,,
0,GANO AVE / KOSSUTH AVE,St. Louis,MO,"0 GANO AVE / KOSSUTH AVE, St. Louis, MO",,,
0,MOUNT PLEASANT ST / OREGON AVE,St. Louis,MO,"0 MOUNT PLEASANT ST / OREGON AVE, St. Louis, MO",,,
0,GLASGOW AVE / JAMES COOL PAPA,St. Louis,MO,"0 GLASGOW AVE / JAMES COOL PAPA, St. Louis, MO",,,
0,N 19TH ST / WARREN ST,St. Louis,MO,"0 N 19TH ST / WARREN ST, St. Louis, MO",,,
0,GOYA PL / PRIMM ST,St. Louis,MO,"0 GOYA PL / PRIMM ST, St. Louis, MO",,,
0,N 19TH ST / PHIPPS ST,St. Louis,MO,"0 N 19TH ST / PHIPPS ST, St. Louis, MO",,,
0,EICHELBERGER ST / TENNESSEE AV,St. Louis,MO,"0 EICHELBERGER ST / TENNESSEE AV, St. Louis, MO",,,
0,LAFAYETTE AVE / S TUCKER BLVD,St. Louis,MO,"0 LAFAYETTE AVE / S TUCKER BLVD, St. Louis, MO",,,
4126,W PENROSE ST,St. Louis,MO,"4126 W PENROSE ST, St. Louis, MO",,,
0,19TH ST / LUCAS AVE,St. Louis,MO,"0 19TH ST / LUCAS AVE, St. Louis, MO",,,
0,S EUCLID AVE / PARKVIEW PL,St. Louis,MO,"0 S EUCLID AVE / PARKVIEW PL, St. Louis, MO",,,
0,DEWEY AVE / NEOSHO ST,St. Louis,MO,"0 DEWEY AVE / NEOSHO ST, St. Louis, MO",,,
0,N SPRING AVE / WASHINGTON AVE,St. Louis,MO,"0 N SPRING AVE / WASHINGTON AVE, St. Louis, MO",,,
0,N GRAND BLVD / HARPER ST,St. Louis,MO,"0 N GRAND BLVD / HARPER ST, St. Louis, MO",,,
0,PERNOD AVE / TAMM AVE,St. Louis,MO,"0 PERNOD AVE / TAMM AVE, St. Louis, MO",,,
0,CASTLEMAN AVE / THURMAN AVE,St. Louis,MO,"0 CASTLEMAN AVE / THURMAN AVE, St. Louis, MO",,,
0,RIVERVIEW BLVD/ HALL ST,St. Louis,MO,"0 RIVERVIEW BLVD/ HALL ST, St. Louis, MO",,,
0,ARKANSAS AVE / HUMPHREY ST,St. Louis,MO,"0 ARKANSAS AVE / HUMPHREY ST, St. Louis, MO",,,
0,E ASHLAND AVE / NEW ASHLAND PL,St. Louis,MO,"0 E ASHLAND AVE / NEW ASHLAND PL, St. Louis, MO",,,
0,GARFIELD AVE / N GRAND BLVD,St. Louis,MO,"0 GARFIELD AVE / N GRAND BLVD, St. Louis, MO",,,
0,CORA AVE / PALM ST,St. Louis,MO,"0 CORA AVE / PALM ST, St. Louis, MO",,,
0,S 7TH ST / I 44 EASTBOUND,St. Louis,MO,"0 S 7TH ST / I 44 EASTBOUND, St. Louis, MO",,,
0,DELMAR BLVD / N SKINKER BLVD,St. Louis,MO,"0 DELMAR BLVD / N SKINKER BLVD, St. Louis, MO",,,
0,S GRAND BLVD / SIDNEY ST,St. Louis,MO,"0 S GRAND BLVD / SIDNEY ST, St. Louis, MO",,,
1823,E PRAIRIE AVE,St. Louis,MO,"1823 E PRAIRIE AVE, St. Louis, MO",,,
0,EVANS AVE / NEWSTEAD,St. Louis,MO,"0 EVANS AVE / NEWSTEAD, St. Louis, MO",,,
0,LALITE AVE / MIMIKA AVE,St. Louis,MO,"0 LALITE AVE / MIMIKA AVE, St. Louis, MO",,,
0,N FLORISSANT AVE / PALM ST,St. Louis,MO,"0 N FLORISSANT AVE / PALM ST, St. Louis, MO",,,
0,MONTCLAIR AVE / RIDGE AVE,St. Louis,MO,"0 MONTCLAIR AVE / RIDGE AVE, St. Louis, MO",,,
0,E CARRIE AVE / PRESCOTT AVE,St. Louis,MO,"0 E CARRIE AVE / PRESCOTT AVE, St. Louis, MO",,,
0,N 19TH ST / AGNES ST,St. Louis,MO,"0 N 19TH ST / AGNES ST, St. Louis, MO",,,
0,S BROADWAY / POTOMAC ST,St. Louis,MO,"0 S BROADWAY / POTOMAC ST, St. Louis, MO",,,
0,KENTUCKY AVE / MANCHESTER AVE,St. Louis,MO,"0 KENTUCKY AVE / MANCHESTER AVE, St. Louis, MO",,,
2522,W PALM ST,St. Louis,MO,"2522 W PALM ST, St. Louis, MO",,,
0,I 44 WB @ 7TH ST,St. Louis,MO,"0 I 44 WB @ 7TH ST, St. Louis, MO",,,
0,CHIPPEWA ST / S GRAND BLVD,St. Louis,MO,"0 CHIPPEWA ST / S GRAND BLVD, St. Louis, MO",,,
0,N 11TH ST / LOCUST ST,St. Louis,MO,"0 N 11TH ST / LOCUST ST, St. Louis, MO",,,
0,S JEFFERSON AVE / UTAH ST,St. Louis,MO,"0 S JEFFERSON AVE / UTAH ST, St. Louis, MO",,,
0,BLACKSTONE AVE / RIDGE AVE,St. Louis,MO,"0 BLACKSTONE AVE / RIDGE AVE, St. Louis, MO",,,
3213,PALM PL,St. Louis,MO,"3213 PALM PL, St. Louis, MO",,,
0,MERAMEC ST / MINNESOTA AVE,St. Louis,MO,"0 MERAMEC ST / MINNESOTA AVE, St. Louis, MO",,,
4003,SB 55,St. Louis,MO,"4003 SB 55, St. Louis, MO",,,
0,S BROADWAY / I 55 SOUTHBOUND,St. Louis,MO,"0 S BROADWAY / I 55 SOUTHBOUND, St. Louis, MO",,,
0,GRACE AVE / WALSH ST,St. Louis,MO,"0 GRACE AVE / WALSH ST, St. Louis, MO",,,
0,RIVERVIEW BLVD / RIVERVIEW DR,St. Louis,MO,"0 RIVERVIEW BLVD / RIVERVIEW DR, St. Louis, MO",,,
0,AMELIA AVE / BIRCHER BLVD,St. Louis,MO,"0 AMELIA AVE / BIRCHER BLVD, St. Louis, MO",,,
1554,CASTLE LN,St. Louis,MO,"1554 CASTLE LN, St. Louis, MO",,,
0,ADELAIDE / WEST FLORISSANT,St. Louis,MO,"0 ADELAIDE / WEST FLORISSANT, St. Louis, MO",,,
800,OFALLON ST,St. Louis,MO,"800 OFALLON ST, St. Louis, MO",,,
1409,KEALTY LN,St. Louis,MO,"1409 KEALTY LN, St. Louis, MO",,,
0,CHRISTY BLVD / WILCOX AVE,St. Louis,MO,"0 CHRISTY BLVD / WILCOX AVE, St. Louis, MO",,,
0,SACRAMENTO AVE / UNION BLVD,St. Louis,MO,"0 SACRAMENTO AVE / UNION BLVD, St. Louis, MO",,,
0,HALL ST / THATCHER AVE,St. Louis,MO,"0 HALL ST / THATCHER AVE, St. Louis, MO",,,
4510,CHILDRENS PL,St. Louis,MO,"4510 CHILDRENS PL, St. Louis, MO",,,
4000,DETONTY ST,St. Louis,MO,"4000 DETONTY ST, St. Louis, MO",,,
0,HADLEY ST / N MARKET ST,St. Louis,MO,"0 HADLEY ST / N MARKET ST, St. Louis, MO",,,
0,64 / HIGHWAY 40,St. Louis,MO,"0 64 / HIGHWAY 40, St. Louis, MO",,,
0,CANAAN AVE / HALLS FERRY RD,St. Louis,MO,"0 CANAAN AVE / HALLS FERRY RD, St. Louis, MO",,,
0,BLOW ST / S GRAND AVE,St. Louis,MO,"0 BLOW ST / S GRAND AVE, St. Louis, MO",,,
0,S 6TH ST / CHOUTEAU AVE,St. Louis,MO,"0 S 6TH ST / CHOUTEAU AVE, St. Louis, MO",,,
0,LEXINGTON AVE / N NEWSTEAD AVE,St. Louis,MO,"0 LEXINGTON AVE / N NEWSTEAD AVE, St. Louis, MO",,,
0,S JEFFERSON AVE / SHENANDOAH A,St. Louis,MO,"0 S JEFFERSON AVE / SHENANDOAH A, St. Louis, MO",,,
0,MCREE AVE / THURMAN AVE,St. Louis,MO,"0 MCREE AVE / THURMAN AVE, St. Louis, MO",,,
0,70 EASTBOUND / SHREVE,St. Louis,MO,"0 70 EASTBOUND / SHREVE, St. Louis, MO",,,
0,KEOKUK ST / TEXAS AVE,St. Louis,MO,"0 KEOKUK ST / TEXAS AVE, St. Louis, MO",,,
